"ID
",texto,likesCount,Reproduciones,locationname,Comments,número de DM #menysviolencia,Robo de identidad,Interacciones reiteradas sin consentimiento,Difusión malintencionada,Ataques coordinados,Vigilancia y control,Captación,Hacer de menos,Promoción del machismo,Desamparo,número DM #mesigualtat,Conoce instagram,Evita normalizar la violencia,Cuentalo (y Denuncia),Cuida y apoya a tus amigas,Comparte contenido feminista
698,"¿Que te paso? un conductor te atropello..  No todos los conductores atropellan... Soy conductor y jamas he atropellado a alguien, jodete",4113,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
699,"Gorda, fea",5069,0,desconocido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
700,"Gorda 5 letras, 1palagra, miles de dietas,trastornos alimenticios...",15059,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
701,"No te molesta que sea gorda, te molesta que siendo gorda sea feliz",1013,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
702,alto la violencia contra las mujeres y niñas,2324,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
703,Lisa simpson gorda y flaca,1411,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
704,Siempre odie mi cuerpo...,4621,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
705,Asi que las feministas estamos todas descontroladas... estoy cosiderando tratar con amor al señor que me acaba de gritar te chuparia toda la concha...,1316,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
706,"Ni gordita, ni rellenita... Gorda no es insulto",0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
707,gorda.. gorda.. gorda..,883,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
708,No existe una manera errada de tener un cuerpo,0,0,Brasil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
709,Hasta el coño de Gordofobia,2273,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
710,Una cosa es lo estico y otra es la salud...,8707,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
711,"Si tu femenismo es gordofobico, no es femenismo",1827,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
712,Respetar solamente a las mujeres que te atraen no es respetar,467,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
713,Conmocion en Lujan por SUPUESTA VIOLACION,664,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
714,"Soy gorda, pero mas gorda es mi orgullo",2025,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
715,Foto de Tweet que hablan de abusar de una chica mientras dormia..,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
716,Foto que denuncia a chicos abusan de chicas durmiendo,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
717,Yoda disfrsado de mujer representando a mujer,412,0,desconocido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
718,Memes que reflenjas a medida que aumentas la bebida de cerveza vas viendo la mujer mas guapa,932,0,Mexico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
719,Si se enoja hay que abrazarla y decirle que es hermosa,566,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
720,"Fumaba, pegaba a los alumnos, se cojia a la mama de uno... definitivamente el mejor maestro",1978,0,Venezuela,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
721,Se cancela la boda hoy no me hablo bonito,1718,0,desconocido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
722,Tu castigo seran nalgadas...,828,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
723,Tus celos me encantan,4151,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
724,Estoy solterosky..por si te gustosky,1892,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
725,Baby la vida es un ciclo y lo que no sirve no lo reciclo... meme burla a Greta,576,0,desconocido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
726,que debes hacer cuando un anonimo te envia cartas. te observa y se mete en tu cuarto?,4714,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
727,Mark zuckerberg no consiguio comprar snapchat... compro32redes sociales y coloco videos temporales... te imaginas ser su ex...,9673,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
728,meme Pico cebolla para la comida... mis hermanos le quitan la cebolla a la comida...,1355,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
729,What did she think that would work,2752,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
730,how girls 5´3 and under look in high waisted skinny jeans,4044,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
731,meme burla feminista: Vive sin electricidad los enchufes violan a las enchufas,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
732,"Pareceque que esta embarazada...estoy embarazada?... no, pero parece...",0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
733,Cuando le aciertas al nido pero no al pajaro,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
734,Todas las pasiones del hombre en una foto,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
735,imagen de un hobre conduciendo con un peroo acompañante... con la mujer el perro esta asutado,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
736,yo trabajando duro... mi amiga cojiendo con viejitos,2636,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
737,Tu novio esta a punto de morir y lo unico que lo salvaria es el sexo...,4415,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
738,Esto es lo que me imagino cuando dicen que se embarazan por accidente,6754,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
739,La de recursos humanos ya bien borracha en la fiesta de navidad bailando con el de almacen,5941,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
740,"yo; suegra saque el cafe con pan, TE VOY A SACAR PERO A LA CALLE",1850,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
741,Donde te la hecho... en la cara mi amor...,5385,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
742,Pasandole los cuernos a la actual pareja de mi ex..,2097,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
743,Hola ustedes van a tener Blac friday.. a una prostitura,3662,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
744,"Se abre debate; quien pide mas; coche, mujer o bebe?",2891,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
745,Sabes que la madre de familia es problematicoa cuando se pinta asi,3726,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
746,Truco mujer delgada,6346,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
747,Gracias Cristina Vargas por tatuarme las pestañas...,4978,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
748,Mama voy a dejar el colegio...naci para ser estrella porno..,2798,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
749,Se fue de viaje solo con lo necesario... Un muñeco inflable,4500,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,Menciona dos amigos y eleje tu color... mujers en traje de baños,3758,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
751,Que elijen estar un año con una mujer o un año con cerveza gratis...,11959,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
752,ahora ya sabemos porque las mujeres van juntas al baño... se estan besando,5900,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
753,Otras con vestido pegado ... Yo,4244,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
754,memes:17...1007,4350,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
755,Cuando tu novio en vez de tomar jugo de piña... toma de limon.. arcadas de vomito,3844,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
756,Muejere es asi! posicion en 4,82012,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
757,Efecto levanta cola,1788,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
758,Alguien sabe donde venden esas piñatas estan buenas para garrarlas a palos...,2920,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
759,ahora que tienes mi atencion quiero hablarte de un amigo... jesucristo,1900,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
760,Unos 32 hombres engañados en una sola imagen...,4002,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
761,imagen degrada mujer ,3718,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
762,Viernes por la noche/ sabado por la mañana,3241,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
763,La esposa... la toxica,6125,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
764,sABIAS QUE LAS CHICAS CON LENTES SON MAS PERVERTIDAS,2858,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
765,Quieres dormir en la casa?,6510,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
766,yo; necesito un sugar daddy...,2655,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
767,Dejemos de cuestionar la salud de los gordos y cuestionemos nuestra gordofobia,0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
768,Nos queremos libres y sin miendo,0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
769,Protocolo de sextorsion...,5,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
770,Evita enviar contenido intimo,19,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
771,Una foto intima en manos de la persona equivocada puede ser un desastre--,845,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
772,que es la sextorsion,19,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
773,DENUNCIA DE ROBO DE IDENTIDAD,0,3175,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
774,LA VIOLENCIA DE GENERO TAMBIEN ES DIGITAL... TENEMOS DERECHO A SER LIBRE..,82,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
775,Sexting y sus riesgos,69,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
776,"So, tell me about yourself...",2699,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,"Imagen degrada mujer, tag bae",25640,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
778,"Imagen degrada mujer, tag bae",5724,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
779,"Imagen degrada mujer, the kiss",6211,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
780,imagen sometimiendo y desvalora mujer ,4623,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
781,imagen sometimiendo y desvalora mujer ,6002,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
782,You are the most beautifull i have ever met...You just want to fuck me,2950,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
783,imagen sometimiendo y desvalora mujer ,5028,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
784,"Vamos a dejar la cosa clara, si tu novio te fuerza para tener relaciones es <violacion",1560,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
785,Y vos? que quereis ser cuando seais grande?...LIBRE,965,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
786,Si ves estas situaciones no te quedes calladx  tenemos que cuidarnos todos!,1092,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
787,"Ella fitzgerald no se le permitia cantar el el club mas famoso de california por negre, gorda y madura, hasta que Marylin Monroe dijo que si cantaba ella iria al club y asi le Abrieron las puertas a la Cantante ELL,",53,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
788,La culpa no era mia ... ,32,0,"Maracabo, Venezuela",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
789,If you dont get yo damn shoes off my couch,7,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
790,imagen sometimiendo y desvalora mujer ,5,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
791,Vella y Vestia... Y despues dicen que la Bestia soy yo!,12024,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
792,imagen desvalora mujer,11149,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
793,Por que te  maquillas tanto a los hombres nos gustan menos maquilladas..,10369,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
794,imagen Burla  a  mujer,7023,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
795,Tu eres bella no necesitas maquillaje,9590,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
796,Illustracion de nalgada,7544,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
797,imagen desvalora mujer,10673,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
798,Uste otra vez? padre le pregunta en el altar a novia...,15379,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
799,imagen desvalora mujer,6784,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,Puedes imaginarte algo mas terrible que estar encerrada en un castillo sola con una Bestia cachonda?,6429,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
801,Estoy tan cansada porque ella no se duerme? ... imagen desvalora mujer,5952,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
802,que prefieres tener nalgas o tetas? Cerebro que nunca se cae...,5518,0,"Maracabo, Venezuela",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
803,Que elijen estar un año con una mujer o un año con cerveza gratis...,4760,0,"Maracabo, Venezuela",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
804,Los violadores violan personas no la ropa que usan ,688,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
805,Demasiado bellos en los brazos no? Buah esto no es nada comoarado con los del chocho,649,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
806,Ningun Hombre muere con la ropa interior en la boca...,933,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
807,Ojala a la sociedad le diera tanto asco la violacion como la mestruación ,7201,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
808,"Si te controla no es amor, es violencia",962,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
809,"Yo decido sobre mi cabello: mi peso, mi piel, mi utero...",1290,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
810,Ninguna mujer se emborracha para ser violada ,808,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
811,Que enseñarle a los niños? Se es niño Si es niña,602,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
812,Cuando yo salga de la tumba que ellos salgan de la carcel ,407,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
813,Es normal que digan que una princesa de Disney lesbiana puede influenciar a las niñas. Ayer mi sobrina de 3 años vio Cars y ahora es un Ford Fiesta ,1006,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
814,No es mujer contra hombres es todos contra el patrialcado,7813,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
815,Mi pared! #antimachismo,1690,0,Argentina,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
816,Ser mujer y salir sola de noche es buscar que me violen y /o maten la culpa será mía por salir tarde ,1617,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
817,No intentes halagarme diciendo que no soy como las demás chicas; las demas chicas merecen respeto,3938,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
818,Antimachismo,0,12785,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
819,"Violencia infantil, mlatratos, violaciones, incesto...",2534,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
820,"Nosotras las mujeres historicamente hemos vivido con el rollo de que no se nos note, ni el estmago, ni las estrias, ni el deseo sexual...Es como si tuvieramos que disolvernos para no incomodar. ROMPAMOS ESE PATRON ",1385,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
821,"Desnuda te incomoda, muerta no!",4430,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
822,Ni sumisa ni devota! Audio,5876,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
823,"Si te dicen que tienes mucho caracter porque no te callas las cosas, luchas por lo que quieres, sabes cuando decir no...Entonces enorgullecete",5,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
824,"Lo contrario al feminismo es la ignorancia, no el machismo ",5,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
825,All a want for christmas is fundamnetal human rights,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
826,Hola Tamara como estas? Parte 1 ,0,0,"Barcelona, España",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Gesto de igualdad,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
828,La victima de la manada fue violada 10 veces en 1 minuto,1322,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
829,Vivir juntos. Y me querras igual? Que si pesada! Buenos dias. Pruffff,0,0,"Barcelona, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,Sonrie aunque te cueste. stopbullyng ,2,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
831,Eres una princesa y otras formas de violencia simbólica,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
832,Amor propio,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
833,No me voy a disculpar por mi manera de reparar lo que tu rompiste,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
834,"No, no es violento si no me pega, perooo te manipula...",1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
835,Violencia simbolica. Tan sutil que pasa desapercibida,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
836,Tipos de violencia simbolica. ,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
837,Tipos de violencia que una mujer debe denunciar,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
838,La dominación masculina,1,0,"Barcelona, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
839,Ya lo tenes? Violar,1,0,"Barcelona, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
840,E Tinder Cosificación ,1,0,"Barcelona, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
841,"Disfraz para mujer, camarera, doncella Cosificacion",1,0,"Barcelona, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
842,Tipos de violencia ,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
843,Sexting seguro y sabroso para todas. Calentometro,1,0,"Barcelona, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
844,No todos somos violadores. Aunque fomentamos la cultura del violador ,1,0,"Barcelona, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
845,Sextorsion Clisex,1,0,"Barcelona, España",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
846,"Claridad, Distancia, Cuentalo, Libérate",1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
847,No me hagas enojar o me voy. Vete! ,1,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
848,Identifica a un chantajista emocional,3,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
849,Que hago si soy victima de ciberacoso? ,4,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
850,Video,0,0,"Barcelona, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#REF!,#REF!,,,,
